,moyenne,minimum,maximum,count,somme
"(45.1618264912089, 5.70626733214121)",3176.6303353927965,13,6957,31243.0,99247628
"(45.1623963142461, 5.70505352118697)",3239.181032602977,3,7040,31243.0,101201878
"(45.16218409207, 5.70487061828262)",3265.2667229376507,4,7070,31243.0,102016873
"(45.1619458685755, 5.70557630094921)",3222.598711222971,3,7016,31243.0,100683808
"(45.1624621640686, 5.70709066968156)",3080.5643619521907,7,6842,31243.0,96246243
"(45.1625624423447, 5.70702673440353)",3079.7269497978027,7,6843,31243.0,96220078
"(45.1625728576545, 5.7070927496012)",3074.395142724228,4,6836,31243.0,96053497
"(45.1617731330952, 5.70755203044638)",3086.583252230181,1,6839,31243.0,96434302
"(45.1622980236346, 5.70665411283986)",3121.4126990313653,9,6893,31243.0,97522464
"(45.1622179555916, 5.70609343305319)",3167.766358324237,5,6951,31243.0,98970685
"(45.1621658338903, 5.70609903403471)",3170.2294513162633,5,6954,31243.0,99047640
"(45.1621831123579, 5.70515480191562)",3242.5953777050695,4,7043,31243.0,101308556
"(45.1620934409667, 5.7075708161146)",3066.944110726592,3,6818,31243.0,95820714
"(45.1621220891797, 5.70755517663156)",3066.4239113537146,3,6818,31243.0,95804461
"(45.1622725689929, 5.70584293083989)",3183.9083056208424,2,6972,31243.0,99475004
"(45.1621704814108, 5.70592987376675)",3182.854623511297,6,6969,31243.0,99442086
"(45.1620417406779, 5.70662325445216)",3137.9764745979833,1,6911,31243.0,98039968
"(45.1623039750132, 5.70742836568239)",3065.1734205140165,4,6820,31243.0,95765389
"(45.1623742267186, 5.70660866560212)",3120.5734494179014,6,6893,31243.0,97496242
"(45.1625189400745, 5.70509258944836)",3229.5379084519845,3,7030,31243.0,100900597
"(45.1622655619224, 5.70489796246104)",3258.6751492869225,2,7063,31243.0,101810932
"(45.1615502669044, 5.70703764239925)",3136.054712930771,2,6901,31243.0,97979935
"(45.1617860425941, 5.70755464890199)",3085.6585026745547,1,6838,31243.0,96405410
"(45.1743609595331, 5.72354454587525)",1850.1001567384174,44,4734,31243.0,57802956
"(45.1747834957059, 5.7236024857727)",1845.6118019044382,3,4752,31243.0,57662721
"(45.1742349247644, 5.72300587424347)",1863.8324425825351,61,4779,31243.0,58231989
"(45.1747829693247, 5.72355560368886)",1846.6359849497555,3,4756,31243.0,57694719
"(45.1758619125411, 5.71287818888207)",2303.4569189389713,11,5863,31243.0,71966986
"(45.1760015530249, 5.71263744130634)",2318.493998554222,12,5894,31243.0,72436783
"(45.1758587918866, 5.71254882641668)",2324.16015123334,3,5896,31243.0,72613812
"(45.1761012342135, 5.712492168227)",2327.723401378716,1,5913,31243.0,72725133
"(45.1759002625485, 5.71258830937242)",2321.629670379067,5,5894,31243.0,72534752
"(45.1758329068744, 5.71249943299417)",2327.314146507751,6,5900,31243.0,72712352
"(45.1759051932358, 5.71299085840285)",2296.433620234515,8,5854,31243.0,71747558
"(45.1757262782801, 5.71269420576331)",2315.11787574824,6,5875,31243.0,72331309
"(45.1761122470995, 5.71250151383827)",2327.1323591150363,1,5913,31243.0,72706667
"(45.1759037541483, 5.71307052492618)",2291.5141414701643,5,5846,31243.0,71593860
"(45.1758604766857, 5.71305565542068)",2292.461630511991,5,5845,31243.0,71623463
"(45.1757632855676, 5.71289271907027)",2302.652894955078,11,5857,31243.0,71941868
"(45.1757853672804, 5.71270678385242)",2314.2538720994166,6,5876,31243.0,72304314
"(45.1758917870109, 5.71254147044532)",2324.6046589104117,3,5898,31243.0,72627699
"(45.1761101709574, 5.71248376720431)",2328.261771530617,1,5914,31243.0,72741953
"(45.1758255052216, 5.712415578542)",2332.6664867581153,3,5908,31243.0,72879574
"(45.1761004049218, 5.71247448063329)",2328.851950565812,1,5915,31243.0,72760392
"(45.1761045989627, 5.71250821103976)",2326.704735699035,1,5912,31243.0,72693307
"(45.1758764329669, 5.71276791901172)",2310.3356116750115,12,5875,31243.0,72181895
"(45.1758466070342, 5.71244152085319)",2330.9936322380486,3,5906,31243.0,72827309
"(45.1753866967789, 5.70638996693713)",2775.636115462907,1,6502,31243.0,86719199
"(45.1753660801193, 5.70636642881137)",2777.6345768443084,2,6503,31243.0,86781637
"(45.1753464304167, 5.70646190985647)",2769.8022460384213,1,6493,31243.0,86536933
"(45.1755885163261, 5.7062945136226)",2783.1887780081884,11,6520,31243.0,86955162
"(45.1753581946394, 5.70642229601788)",2773.035311996986,1,6497,31243.0,86637943
"(45.1757144406304, 5.70631542555814)",2781.325130881596,5,6523,31243.0,86896934
"(45.1754136175686, 5.70639285075157)",2775.3453765009967,1,6503,31243.0,86710115
"(45.1683230181209, 5.73013106425837)",1924.6995051807926,12,5575,31243.0,60133810
"(45.1682127047986, 5.73013563149005)",1928.578945889385,12,5585,31243.0,60255016
"(45.1678734695095, 5.73014963626695)",1940.911825732317,12,5615,31243.0,60640334
"(45.1673920990613, 5.73016160108505)",1959.4371209271521,12,5657,31243.0,61219122
"(45.1675017791851, 5.73015646083079)",1955.0906912661965,12,5647,31243.0,61083326
"(45.1668296935462, 5.73018643484749)",1982.7631695224693,12,5707,31243.0,61947900
"(45.1684331588752, 5.73012650415385)",1920.8927213461232,12,5565,31243.0,60014874
"(45.1679847865132, 5.73014580070281)",1936.8034355882035,9,5605,31243.0,60511975
"(45.1667149769887, 5.73018826450071)",1987.7094819911417,12,5717,31243.0,62102438
"(45.1687441923448, 5.73322292015883)",1954.6272679787417,5,5767,31243.0,61068882
"(45.1685298045077, 5.73362637918512)",1971.6660245479861,4,5815,31243.0,61601231
"(45.1685647989751, 5.7336119883389)",1970.1266861435945,4,5811,31243.0,61553137
"(45.1670065361942, 5.73416132393141)",2044.5438065503906,4,5979,31243.0,63878167
"(45.1669679710704, 5.7341894804897)",2047.0119905142758,3,5985,31243.0,63955281
"(45.1669475515194, 5.73412422709422)",2045.9587527973554,6,5981,31243.0,63922374
"(45.1669427317271, 5.73404043444106)",2043.7405923977894,6,5976,31243.0,63853071
"(45.1669035916983, 5.73396571733896)",2043.2972856765311,4,5973,31243.0,63839220
"(45.1669437218556, 5.73393549270861)",2040.7267758581313,5,5968,31243.0,63758909
"(45.1672895209689, 5.73431374273715)",2037.3586299343285,12,5968,31243.0,63653681
"(45.1672541988904, 5.7337161823351)",2021.7299532292784,8,5926,31243.0,63165387
"(45.1672133189317, 5.73363456954257)",2021.2627093393621,9,5923,31243.0,63150788
"(45.1673139555241, 5.73366804946162)",2018.0116138171081,8,5917,31243.0,63049214
"(45.1672822337804, 5.73358050056175)",2017.031395400677,9,5913,31243.0,63018588
"(45.1678136325905, 5.73426546470986)",2015.2895039109455,10,5921,31243.0,62964172
"(45.1680673710765, 5.73407044848518)",2000.0873726766415,3,5886,31243.0,62489208
"(45.1681089727688, 5.73412182509646)",2000.0793600119207,6,5887,31243.0,62488958
"(45.194970915283, 5.73572979863249)",2666.0976435511348,1,5387,31243.0,83296868
"(45.1954971190547, 5.73577296546941)",2708.978058238286,6,5435,31243.0,84636571
"(45.1952976372188, 5.73572119508129)",2691.6157569019742,9,5419,31243.0,84094124
"(45.1955220033156, 5.73599301938334)",2717.3183759446647,7,5425,31243.0,84897149
"(45.1950415815044, 5.7357250621749)",2671.5046920297027,2,5394,31243.0,83465799
"(45.1946463029252, 5.73575466155637)",2641.5823725273426,2,5355,31243.0,82530944
"(45.1951302219204, 5.73571816615687)",2678.2854680815003,6,5403,31243.0,83677649
"(45.1947812094432, 5.73575153790589)",2651.928392413333,7,5368,31243.0,82854182
"(45.1945351562486, 5.73592075167671)",2637.7886360244606,3,5335,31243.0,82412420
"(45.1946672087318, 5.73576651708078)",2643.528514523334,2,5356,31243.0,82591747
"(45.1955455561959, 5.73590251785885)",2716.5666314419777,8,5432,31243.0,84873661
"(45.1952340171713, 5.73566997397784)",2685.139625639055,9,5415,31243.0,83891791
"(45.1954983475349, 5.73567230841182)",2706.253669372656,6,5441,31243.0,84551452
"(45.194458256374, 5.73566592579958)",2624.6662018778093,17,5342,31243.0,82002435
"(45.1956718327523, 5.73547610575269)",2714.826729875935,8,5468,31243.0,84819295
"(45.1946195792417, 5.73565679260818)",2636.7847657899347,5,5358,31243.0,82381052
"(45.1950728473386, 5.73572474882556)",2673.950475153716,3,5397,31243.0,83542212
"(45.1949317780962, 5.73573230125978)",2663.104691817626,2,5383,31243.0,83203360
"(45.1954820392758, 5.73594058151749)",2712.586618331035,7,5424,31243.0,84749315
"(45.1920186745548, 5.73997555022302)",2615.665373620444,2,5405,31243.0,81721321
"(45.1921111618095, 5.73976551958742)",2611.455904579804,2,5394,31243.0,81589800
"(45.1926263697758, 5.7404211979554)",2679.7800786979274,5,5487,31243.0,83724446
"(45.1924754785594, 5.7403510508532)",2665.7731941330335,4,5470,31243.0,83286832
"(45.192323976736, 5.73957389335347)",2616.637494031312,6,5395,31243.0,81751681
"(45.1927021165918, 5.73974076622336)",2650.7606783972983,3,5437,31243.0,82817784
"(45.1927275172666, 5.73999200422402)",2664.8775695139743,8,5459,31243.0,83258840
"(45.1924849765835, 5.7397026990905)",2633.8795531030282,8,5418,31243.0,82290372
"(45.1926776124168, 5.7401774731117)",2670.7501759751453,5,5471,31243.0,83442321
"(45.1920907700829, 5.7398126423524)",2612.3982911976373,1,5397,31243.0,81619244
"(45.1623001021824, 5.70649781207597)",3132.867520505384,9,6908,31243.0,97880345
"(45.1622766239873, 5.70613446640797)",3161.4287802936974,4,6944,31243.0,98772680
"(45.1619147446368, 5.70574366127329)",3211.409725266021,5,7002,31243.0,100334233
"(45.162124349043, 5.7048785033699)",3267.8695551680084,3,7072,31243.0,102098194
"(45.161573900727, 5.70703780123226)",3134.6594298333675,2,6899,31243.0,97936342
"(45.1619789342692, 5.70763568273729)",3068.9106444166378,1,6819,31243.0,95882156
"(45.161779067155, 5.7067605170641)",3142.851429404543,3,6913,31243.0,98192280
"(45.1620641204123, 5.70609937222924)",3175.8635780265126,4,6959,31243.0,99223668
"(45.1623807492666, 5.7051363873314)",3233.3898386184896,5,7033,31243.0,101020945
"(45.1699568483296, 5.7146221843015)",2289.9060682222357,9,5702,31243.0,71543733
"(45.1700898767127, 5.71484407751673)",2274.1766806226883,17,5673,31243.0,71052302
"(45.1701619334299, 5.71497952870681)",2264.930498493511,17,5656,31243.0,70763425
"(45.1700033454255, 5.71469121967441)",2284.8469942410607,9,5693,31243.0,71385673
"(45.1702751095813, 5.70316365994202)",3112.317192588133,7,6833,31243.0,97238160
"(45.1702394048462, 5.70298527241919)",3129.141143707742,6,6852,31243.0,97763789
"(45.1704206122239, 5.70304190834284)",3120.3650167432147,7,6839,31243.0,97489595
"(45.1702028976758, 5.7031597724517)",3114.1552432866356,8,6836,31243.0,97295587
"(45.1706341533061, 5.70317951405154)",3103.812380977979,7,6815,31243.0,96972440
"(45.1705591032408, 5.70330147702976)",3094.2917723219084,7,6806,31243.0,96674990
"(45.1704892971167, 5.70329838229064)",3095.9314091687497,7,6809,31243.0,96726218
"(45.1702764096329, 5.7030358601488)",3123.8099919200363,6,6846,31243.0,97597228
"(45.1703484381969, 5.70303591158697)",3122.345147043368,7,6842,31243.0,97551461
"(45.1702055005174, 5.70303171152813)",3125.6425057510787,6,6849,31243.0,97654482
"(45.1705640126782, 5.70304989746502)",3116.8468418409925,8,6832,31243.0,97379675
"(45.1705232332594, 5.70348164836085)",3078.8903848432133,7,6789,31243.0,96193807
"(45.1705987757874, 5.70348266940925)",3077.334641538421,7,6786,31243.0,96145200
"(45.1701991991423, 5.70341294418394)",3091.5685199223735,8,6810,31243.0,96589913
"(45.1753698025203, 5.70639492071435)",2775.2685015808233,1,6501,31243.0,86707714
"(45.1754119488682, 5.70637788835431)",2776.5838667512453,1,6504,31243.0,86748809
"(45.1758058603863, 5.70645439815975)",2769.7924042409354,4,6513,31243.0,86536617
"(45.1753698542204, 5.70640743866682)",2774.232424586762,1,6499,31243.0,86675344
"(45.1757794562892, 5.70636209418324)",2777.41928516764,2,6521,31243.0,86774903
"(45.1757532560182, 5.70643314693976)",2771.5685545646197,5,6513,31243.0,86592110
"(45.1753005123159, 5.70633882561793)",2780.076314429458,7,6503,31243.0,86857925
"(45.1753274919937, 5.70645509714668)",2770.4090939448033,1,6493,31243.0,86555893
"(45.1757783098412, 5.70648221301467)",2767.5191317240933,4,6509,31243.0,86465594
"(45.1757421736572, 5.70635904479017)",2777.6963497918427,3,6520,31243.0,86783560
"(45.1757102209411, 5.7064172876642)",2772.90867519654,5,6513,31243.0,86633980
"(45.17576480985, 5.70638276254068)",2775.722855914701,2,6518,31243.0,86721902
"(45.1753416954748, 5.7064030841066)",2774.659930576888,2,6499,31243.0,86688701
"(45.1753162170294, 5.70640288236011)",2774.737053598988,2,6497,31243.0,86691111
"(45.1753597798972, 5.70640331616108)",2774.598582440241,1,6499,31243.0,86686784
"(45.1753542367913, 5.70643675893057)",2771.8526392183953,1,6496,31243.0,86600993
"(45.1754003638461, 5.70637024605776)",2777.2379616662997,1,6504,31243.0,86769245
"(45.1753491327122, 5.70642612557702)",2772.7425039607224,1,6496,31243.0,86628795
"(45.1754167390527, 5.70638594945929)",2775.909507357344,1,6503,31243.0,86727740
"(45.1757729702324, 5.70664792243863)",2753.9420072620246,5,6492,31243.0,86041406
"(45.1757811467879, 5.7065366133649)",2763.0512954920196,4,6503,31243.0,86326006
"(45.1753817620799, 5.70637996613744)",2776.4774890416734,1,6503,31243.0,86745486
"(45.1753915239366, 5.70637534581739)",2776.838025206284,1,6503,31243.0,86756750
"(45.1754055057234, 5.70638219970264)",2776.2392079972783,1,6503,31243.0,86738041
"(45.1753365975175, 5.70646406516067)",2769.647324902245,1,6492,31243.0,86532093
"(45.1753382611878, 5.70644237806534)",2771.429173265437,1,6494,31243.0,86587763
"(45.1753537434847, 5.70689839609495)",2734.1794151318513,8,6448,31243.0,85423974
"(45.1755908255918, 5.70648498234781)",2767.458716924142,15,6501,31243.0,86463710
"(45.1752832822971, 5.70659370989952)",2759.145180834234,3,6476,31243.0,86203977
"(45.1757427968183, 5.70654991992076)",2761.9750900668455,4,6500,31243.0,86292383
"(45.16814032838, 5.73417749265157)",2000.5954932652858,6,5888,31243.0,62505084
"(45.1680890792266, 5.73401094006685)",1997.5844717749678,7,5880,31243.0,62411009
"(45.1681493252346, 5.73408391888445)",1997.5201859259935,6,5880,31243.0,62409001
"(45.1682380577985, 5.73414391777085)",1996.113658949861,7,5878,31243.0,62365057
"(45.1682672712076, 5.73395889853024)",1989.7385165154708,9,5861,31243.0,62165876
"(45.1683109771673, 5.73387494707682)",1985.8535936090695,10,5851,31243.0,62044498
"(45.1675889039163, 5.73353927949044)",2003.6757019062163,5,5885,31243.0,62601314
"(45.1676447252166, 5.73365685074377)",2004.539661169565,5,5889,31243.0,62628308
"(45.1681015090377, 5.73354169119064)",1984.410903492758,5,5843,31243.0,61999421
"(45.1680968786582, 5.73372155023866)",1989.2813225623638,1,5857,31243.0,62151590
"(45.167605468917, 5.73362579072447)",2005.2581010199701,5,5890,31243.0,62650754
"(45.1678736829752, 5.73346716752936)",1990.9240007286214,5,5856,31243.0,62202910
"(45.1683114358233, 5.73412093507113)",1992.859195067677,4,5870,31243.0,62263377
"(45.1674111481985, 5.7334773524717)",2009.174532910957,5,5895,31243.0,62773114
"(45.1680046684723, 5.73374303007922)",1993.2208973583665,1,5866,31243.0,62274675
"(45.1679740576013, 5.73347787396203)",1987.4546295201335,5,5849,31243.0,62094516
"(45.1684272256024, 5.73363427527008)",1975.3526792101966,2,5824,31243.0,61716414
"(45.1685229885823, 5.73338933504025)",1965.9079091821116,9,5798,31243.0,61421327
"(45.1683841815724, 5.73399814712251)",1986.7785685744293,4,5855,31243.0,62073398
"(45.1683095877381, 5.7335856441384)",1978.149972707436,4,5830,31243.0,61803810
"(45.1682941107759, 5.73373542638481)",1982.6358060985137,1,5842,31243.0,61943963
"(45.1684143837436, 5.73357445854752)",1974.2407734082165,3,5820,31243.0,61681674
"(45.1674878911188, 5.73353599025677)",2007.582898105337,5,5893,31243.0,62723387
"(45.1678295783894, 5.73358056384711)",1995.4673905823586,5,5868,31243.0,62344861
"(45.1680140879986, 5.7337380930893)",1992.7414982198552,1,5865,31243.0,62259697
"(45.1683685857129, 5.73358208497642)",1976.0095079121236,5,5825,31243.0,61736935
"(45.1676667604436, 5.7335991970745)",2002.1766327886642,5,5883,31243.0,62554479
"(45.1673857933447, 5.73353150249267)",2011.56480013927,5,5901,31243.0,62847794
"(45.168512224656, 5.73372374973839)",1974.8330251076993,3,5824,31243.0,61700179
"(45.1924883244202, 5.74054715046496)",2676.9601917707005,5,5487,31243.0,83636349
"(45.1922766157424, 5.74029137473063)",2649.149904996612,1,5450,31243.0,82767475
"(45.1922832797385, 5.74028061943054)",2649.0433298621933,1,5449,31243.0,82764145
"(45.1922901495908, 5.74029101555595)",2650.048293231575,1,5451,31243.0,82795543
"(45.1922683238068, 5.74028091056412)",2648.047350526627,1,5448,31243.0,82733028
"(45.1922547899584, 5.74028126974093)",2647.1520031100877,1,5447,31243.0,82705055
"(45.1922623815016, 5.74026149815283)",2646.6402844979543,1,5446,31243.0,82689067
"(45.1922325899193, 5.74025705248064)",2644.3967517583956,1,5444,31243.0,82618973
"(45.1922395906967, 5.74023221892627)",2643.585607684745,2,5442,31243.0,82593630
"(45.1922059792885, 5.74023866464829)",2641.654170260635,1,5440,31243.0,82533287
"(45.1921969763063, 5.74022816648125)",2640.502036575924,1,5439,31243.0,82497291
"(45.1921003065027, 5.74013293468989)",2629.113294915816,4,5424,31243.0,82141474
"(45.1919610222181, 5.74003365093612)",2614.7492943851325,3,5405,31243.0,81692702
"(45.1919795198865, 5.74000433383637)",2614.4972627077163,2,5404,31243.0,81684827
"(45.1919973786667, 5.73997196594258)",2614.061510338341,2,5403,31243.0,81671212
"(45.1920143820752, 5.73994559752761)",2613.8783879666403,3,5402,31243.0,81665490
"(45.1920337831881, 5.73990826969779)",2613.310800941442,4,5400,31243.0,81647756
"(45.19206924881, 5.7398390048075)",2612.249783401434,1,5397,31243.0,81614605
"(45.1920788004162, 5.73981684409746)",2611.799777946609,1,5396,31243.0,81600545
"(45.1921709840099, 5.73959739695504)",2607.350002791573,3,5385,31243.0,81461516
"(45.1921806256222, 5.73957147085733)",2606.7603834940683,3,5384,31243.0,81443094
"(45.1705586698306, 5.70342863418595)",3082.9266505823493,7,6793,31243.0,96319911
"(45.1702749550993, 5.70329061368798)",3100.931810697317,7,6820,31243.0,96882448
"(45.1706319881309, 5.70330483939801)",3092.5898192857117,8,6803,31243.0,96621815
"(45.1703442901413, 5.70341988502649)",3087.963091321539,8,6803,31243.0,96477267
"(45.1704870634808, 5.70342557910824)",3084.6008549452035,7,6797,31243.0,96372219
"(45.1704912742882, 5.70304626589568)",3118.583043227183,7,6835,31243.0,97433920
"(45.1705620004252, 5.70317739847924)",3105.3840650028833,7,6819,31243.0,97021545
"(45.1706343265478, 5.70300346183035)",3119.7068884176174,9,6833,31243.0,97469030
"(45.1703467257358, 5.70316748680556)",3110.519151290462,7,6829,31243.0,97181983
"(45.1704172212193, 5.70329617285006)",3097.555906357867,7,6813,31243.0,96776973
"(45.1702714010401, 5.70341725652099)",3089.6849228695187,8,6807,31243.0,96531063
"(45.170200750469, 5.70328777233678)",3102.716439802365,8,6823,31243.0,96938206
"(45.170345847072, 5.70329288740018)",3099.2839789781715,7,6816,31243.0,96830964
"(45.174436985137, 5.71766293312715)",2051.4560746590673,1,5315,31243.0,64093834
"(45.1744517559561, 5.71766274274249)",2051.3236364486906,1,5316,31243.0,64089696
"(45.1744343014078, 5.71762805383342)",2053.079687903815,2,5319,31243.0,64144560
"(45.174451293438, 5.71761014727193)",2053.743534720477,1,5321,31243.0,64165300
"(45.174462856695, 5.71760853175046)",2053.717199878649,1,5322,31243.0,64164477
"(45.1744641851574, 5.71758669973433)",2054.707642414374,1,5324,31243.0,64195421
"(45.1744686984687, 5.71763554117594)",2052.4168965215554,1,5320,31243.0,64123852
"(45.1744811804443, 5.71764453487061)",2051.8885870301624,1,5319,31243.0,64107346
"(45.1745190639816, 5.71767204592495)",2050.282791979455,3,5318,31243.0,64057176
"(45.1745471720148, 5.7176561942281)",2050.7615138314573,2,5321,31243.0,64072132
"(45.1745589773829, 5.7176785220199)",2049.634567008874,1,5320,31243.0,64036923
"(45.1754100946589, 5.70646382562831)",2769.5038782734578,6,6495,31243.0,86527610
"(45.1756405711238, 5.70699419203094)",2725.968105601592,4,6450,31243.0,85167424
"(45.1752750110293, 5.70690766651595)",2733.6249708575283,8,6444,31243.0,85406653
"(45.1756004026128, 5.70691356795502)",2732.516619692475,5,6457,31243.0,85372019
"(45.1752840967311, 5.70656165547341)",2761.7665808325164,3,6480,31243.0,86285877
"(45.1752798436485, 5.70676503494393)",2745.174559531177,15,6459,31243.0,85767495
"(45.1755772475013, 5.70696608108788)",2728.3081234009637,3,6451,31243.0,85240534
"(45.1756507620552, 5.70692806922463)",2731.290993389251,5,6458,31243.0,85333726
"(45.1755501034754, 5.7069727924892)",2727.802807604888,3,6449,31243.0,85224747
"(45.1756064494823, 5.70697994334008)",2727.153380510535,3,6450,31243.0,85204456
"(45.1744948731582, 5.71182418655936)",2376.0637172102147,2,5907,31243.0,74235449
"(45.1746050290783, 5.71189960130229)",2370.3982178406586,5,5904,31243.0,74058441
"(45.1735463429151, 5.71130957534178)",2418.7065498020256,2,5918,31243.0,75567747
"(45.1743952573825, 5.71178375551986)",2379.43013113847,10,5906,31243.0,74340627
"(45.1746356452842, 5.71185959244567)",2372.81434788675,5,5909,31243.0,74133927
"(45.1740425347024, 5.71157336931015)",2396.172480058924,7,5913,31243.0,74863711
"(45.1744717131925, 5.71184637008436)",2374.776941095748,1,5903,31243.0,74195247
"(45.1740340442476, 5.71150967972445)",2400.470109640668,7,5919,31243.0,74997981
"(45.1740008581065, 5.71172769875817)",2386.3867023102835,13,5895,31243.0,74557977
"(45.1742986169142, 5.71158128317248)",2393.5053296978494,4,5923,31243.0,74780377
"(45.1742799299055, 5.71161361322699)",2391.509336863148,4,5919,31243.0,74718017
"(45.1735702708898, 5.71141943084052)",2411.109670327431,10,5908,31243.0,75330399
"(45.1744922536237, 5.71185134219894)",2374.3070849726428,1,5904,31243.0,74180567
"(45.1740403230548, 5.71183867256324)",2378.764737841009,13,5885,31243.0,74319845
"(45.174453175563, 5.71168449986899)",2385.528602359918,11,5919,31243.0,74531159
"(45.1735211607871, 5.71130225926557)",2419.4734323057805,2,5918,31243.0,75591707
"(45.1735309174, 5.71133223351861)",2417.364182157362,3,5915,31243.0,75525808
"(45.1742320376965, 5.71189032420657)",2373.743339207393,21,5888,31243.0,74162959
"(45.1734148612625, 5.71102760038688)",2439.1976134347256,12,5942,31243.0,76207947
"(45.1682824428204, 5.73373810629025)",1983.1128694840672,1,5843,31243.0,61958868
"(45.1684076630572, 5.73390022297967)",1983.20760452797,4,5846,31243.0,61961829
"(45.1685154433667, 5.73353138572665)",1969.7095280117574,8,5809,31243.0,61540103
"(45.1687775271643, 5.73318735426674)",1952.718735955402,5,5762,31243.0,61009253
"(45.1687901870996, 5.73326972433784)",1954.2506292673013,7,5767,31243.0,61057115
"(45.1686417537038, 5.73361132330442)",1967.5574253670657,5,5805,31243.0,61472865
"(45.1686677221597, 5.73352609712087)",1964.520948052351,6,5796,31243.0,61377995
"(45.1687260565831, 5.73350538425448)",1962.096491671069,6,5790,31243.0,61302247
"(45.1687694087299, 5.73347173862793)",1959.8481733191784,4,5784,31243.0,61232002
"(45.1687986585088, 5.73344399903614)",1958.216754731463,3,5779,31243.0,61181031
"(45.1688132539088, 5.73341743996716)",1957.0959425986787,3,5776,31243.0,61146013
"(45.1688256188227, 5.73337291748827)",1955.6061275929185,5,5772,31243.0,61099466
"(45.1682278989897, 5.73353391685181)",1979.6960527248175,5,5832,31243.0,61852114
"(45.1683119397738, 5.73407870078167)",1991.606450401122,4,5867,31243.0,62224237
"(45.1674635711169, 5.73359103336684)",2009.9638515545757,4,5899,31243.0,62797776
"(45.1681145112999, 5.7337406556657)",1989.153545450783,1,5857,31243.0,62147598
"(45.1681099343329, 5.73422663682868)",2003.1593715261415,2,5894,31243.0,62585188
"(45.1682617933849, 5.73422913248239)",1997.8150379962071,8,5882,31243.0,62418214
"(45.168252842798, 5.73363262952728)",1981.3626276975658,3,5838,31243.0,61904184
"(45.1679113710585, 5.73350259156332)",1990.4043866655657,5,5856,31243.0,62186676
"(45.1684008281524, 5.73385334674226)",1982.1436394033165,4,5843,31243.0,61928587
"(45.1682424942438, 5.73407488928072)",1993.9381909533452,7,5872,31243.0,62297088
"(45.1684422436353, 5.7335578801095)",1972.863934628657,3,5817,31243.0,61638657
"(45.1684037269087, 5.73362793945136)",1975.9917320319703,2,5825,31243.0,61736380
"(45.167449779804, 5.73351130370025)",2008.4790077189264,5,5894,31243.0,62751384
"(45.1678688486977, 5.733608060392)",1994.6958528411124,5,5867,31243.0,62320756
"(45.1921027572861, 5.74017681936872)",2631.526398798282,4,5427,31243.0,82216867
"(45.1926568640786, 5.74026984380903)",2674.0355693411475,5,5477,31243.0,83544968
"(45.1927458865198, 5.73991720902663)",2662.4433355667456,8,5455,31243.0,83182786
"(45.1926915109615, 5.73977418818829)",2651.6444729149557,3,5439,31243.0,82845397
"(45.192216934786, 5.74025441977804)",2643.2078974733336,1,5442,31243.0,82581830
"(45.1926270863079, 5.73974733077567)",2645.8669441826914,3,5432,31243.0,82664891
"(45.1921858725578, 5.74021658730203)",2639.157378110873,1,5437,31243.0,82455280
"(45.1926378691093, 5.74037082464651)",2677.947853613747,5,5483,31243.0,83667201
"(45.1925278232674, 5.74057779060008)",2681.285470666375,5,5492,31243.0,83771483
"(45.1925863776702, 5.74062304226838)",2687.696604016328,6,5500,31243.0,83971785
"(45.1923935697683, 5.74031024427498)",2658.06552619878,4,5460,31243.0,83046023
"(45.1926697538356, 5.73972798023348)",2647.889101657014,3,5434,31243.0,82728068
"(45.1924346071749, 5.74032780904256)",2661.7750891632145,4,5465,31243.0,83161920
"(45.1921453387037, 5.73965145772848)",2608.216333980766,5,5388,31243.0,81488584
"(45.1925982082755, 5.74056134487901)",2685.224431214862,6,5496,31243.0,83894546
"(45.1921015491823, 5.73978832165646)",2611.928090831228,2,5396,31243.0,81604553
"(45.1924999057383, 5.74038659993857)",2669.297799833126,4,5474,31243.0,83396951
"(45.192666195955, 5.74022501545072)",2672.3840214441993,5,5474,31243.0,83493368
"(45.1919932613013, 5.74001955747082)",2616.1825099160783,2,5406,31243.0,81737479
"(45.1921354959974, 5.73969764048781)",2609.7899744980996,5,5391,31243.0,81537750
"(45.1922491591071, 5.74025251331852)",2645.2801329173003,1,5444,31243.0,82646572
"(45.1923014644021, 5.74029727500714)",2651.1387523784274,1,5452,31243.0,82829612
"(45.1920016417852, 5.74009966111842)",2620.810214643466,4,5413,31243.0,81882063
"(45.1926145392449, 5.74048289540296)",2682.1990233996835,6,5491,31243.0,83800022
"(45.1920304152691, 5.74012409062489)",2623.9785555025214,4,5418,31243.0,81981051
"(45.1920796657992, 5.73983315289763)",2612.6604140592194,1,5398,31243.0,81627434
"(45.1925587348019, 5.739720964799)",2639.853167949876,7,5425,31243.0,82477004
"(45.1919743170349, 5.74007152524324)",2617.5543048170716,4,5409,31243.0,81780339
"(45.1922731890024, 5.740255814305)",2647.0781535236747,1,5447,31243.0,82702747
"(45.174578743671, 5.71769168020149)",2048.858588399593,2,5319,31243.0,64012679
"(45.1746292866569, 5.71774346913991)",2046.0647442570933,1,5317,31243.0,63925391
"(45.1746336911558, 5.71773998646991)",2046.1881683648853,1,5317,31243.0,63929247
"(45.1746409658207, 5.71774835129135)",2045.7466285918526,1,5317,31243.0,63915452
