,moyenne,minimum,maximum,count,somme
"(45.1746459599714, 5.71771243582812)",2047.338271155172,1,5321,31243.0,63965179
"(45.1746511238353, 5.71772248267378)",2046.8407807141011,1,5320,31243.0,63949636
"(45.1746632358484, 5.71775844586339)",2045.1013378881235,2,5317,31243.0,63895291
"(45.1746890321274, 5.71776412502759)",2044.6342038292823,2,5318,31243.0,63880696
"(45.1747639620372, 5.71747386866904)",2057.431767671899,1,5350,31243.0,64280524
"(45.1743963432471, 5.71750748095703)",2059.0137058326145,2,5329,31243.0,64329955
"(45.1743697783556, 5.71745287105634)",2061.814959165194,2,5333,31243.0,64417474
"(45.1744589871753, 5.71756608157225)",2055.707810972218,1,5326,31243.0,64226669
"(45.1745486451076, 5.71768689956186)",2049.3400276225125,1,5318,31243.0,64027721
"(45.1743879922449, 5.71747193376107)",2060.746909836122,2,5332,31243.0,64384105
"(45.1743099484036, 5.71738969595047)",2065.355502591737,2,5336,31243.0,64528091
"(45.1743015831915, 5.71737127423013)",2066.3034333890614,1,5338,31243.0,64557707
"(45.1747500944171, 5.717582041043)",2052.5062756792263,12,5339,31243.0,64126639
"(45.174489227634, 5.71760953354308)",2053.4263628482295,2,5323,31243.0,64155390
"(45.1747540072705, 5.71747044762745)",2057.6669529854057,1,5350,31243.0,64287872
"(45.1744715360682, 5.71757249616023)",2055.2992103513284,1,5326,31243.0,64213903
"(45.1747219277835, 5.71776708872869)",2044.2382588286055,3,5319,31243.0,63868325
"(45.1744056744256, 5.71748622746246)",2059.9171567471926,2,5331,31243.0,64358181
"(45.1745072215775, 5.7176361645937)",2052.038270729482,3,5321,31243.0,64112022
"(45.1743910992294, 5.71743420912969)",2062.481593593148,3,5336,31243.0,64438301
"(45.1743114971623, 5.71735946187761)",2066.7652124775955,1,5339,31243.0,64572134
"(45.174433433327, 5.71760535439882)",2054.131711654485,2,5321,31243.0,64177428
"(45.1744094588034, 5.71158660847455)",2392.311713479266,11,5927,31243.0,74743083
"(45.1746360877229, 5.71175214073798)",2379.8524890835506,11,5920,31243.0,74353818
"(45.1744818985125, 5.71183983113962)",2375.1324854634954,1,5905,31243.0,74206355
"(45.171320049288, 5.72423267676339)",1882.5514368871573,3,4909,31243.0,58816879
"(45.1713531873294, 5.72456713050384)",1875.298873610616,8,4928,31243.0,58590291
"(45.1715163354506, 5.72457201648648)",1871.7014206778993,8,4914,31243.0,58477894
"(45.1711371302638, 5.72459827554862)",1879.544633704343,12,4950,31243.0,58722944
"(45.1713210161424, 5.7244318413438)",1878.5800356709722,8,4922,31243.0,58692803
"(45.1714204965161, 5.72438327055346)",1877.351655030963,8,4910,31243.0,58654423
"(45.1714183904307, 5.72461331807723)",1873.0240006871281,8,4926,31243.0,58519217
"(45.1712241739619, 5.72447330905222)",1879.9383374644467,8,4934,31243.0,58735242
"(45.1712887404088, 5.72451971397879)",1877.6111319699176,8,4931,31243.0,58662533
"(45.171393936435, 5.72430546843141)",1879.46693469457,9,4907,31243.0,58720510
"(45.1714499433386, 5.72452553053669)",1873.9862147032163,8,4917,31243.0,58549278
"(45.1713857438974, 5.72447889221981)",1876.2569592796233,8,4920,31243.0,58620223
"(45.1711184318795, 5.7243302268563)",1885.1487733806164,16,4933,31243.0,58898031
"(45.1714833016086, 5.72466025260552)",1870.7735494412036,8,4923,31243.0,58448906
"(45.1712941350632, 5.72421243470074)",1883.5454503989247,3,4910,31243.0,58847935
"(45.1714859693856, 5.72442947366912)",1875.0474643349062,8,4907,31243.0,58582433
"(45.1712562402583, 5.72438644275204)",1880.9088084390248,8,4925,31243.0,58765561
"(45.1711689550453, 5.72418797768292)",1886.8740022508084,14,4920,31243.0,58951930
"(45.1785253399604, 5.72056646651941)",1937.7834280969828,31,5255,31243.0,60542323
"(45.1788355687398, 5.72029927139211)",1950.9263206373078,26,5299,31243.0,60952934
"(45.1761080981208, 5.73944835721403)",2091.805829868148,1,5738,31243.0,65354735
"(45.1762522523771, 5.73976560214097)",2109.45006711993,9,5757,31243.0,65905994
"(45.1756314232173, 5.7396322715336)",2102.1802431525507,6,5786,31243.0,65678870
"(45.1763573148187, 5.73966427914565)",2103.9463090846675,12,5741,31243.0,65734038
"(45.176195463053, 5.73925109250537)",2081.237816565968,11,5714,31243.0,65024556
"(45.1759884419907, 5.7394497273981)",2091.8484449124267,3,5746,31243.0,65356068
"(45.1761613130203, 5.73975425652391)",2108.7386072166246,8,5761,31243.0,65883767
"(45.1759092779825, 5.73946202028263)",2092.5273456556274,2,5752,31243.0,65377280
"(45.1678073249568, 5.73363335485374)",1997.6774905600184,6,5874,31243.0,62413912
"(45.1675658233269, 5.73359572642277)",2006.034825631642,5,5891,31243.0,62675021
"(45.1681072442192, 5.73372430642729)",1988.9819284113407,1,5857,31243.0,62142236
"(45.1675036484929, 5.73362481446224)",2009.2472343732109,5,5898,31243.0,62775387
"(45.1676270546343, 5.73356811085604)",2002.9220229670627,5,5884,31243.0,62577767
"(45.1673493692463, 5.73350213551902)",2012.297355840067,5,5902,31243.0,62870681
"(45.1678115749737, 5.73349396837127)",1993.9389244432186,5,5863,31243.0,62297106
"(45.1685980126154, 5.73359320718079)",1968.5355295614224,4,5807,31243.0,61503424
"(45.1680520981217, 5.73409892698968)",2001.4767260915978,3,5889,31243.0,62532616
"(45.1679312272632, 5.73358433061656)",1991.747758431323,5,5860,31243.0,62228648
"(45.1683862936526, 5.73393167950622)",1984.8281421122645,4,5850,31243.0,62012460
"(45.1683477574264, 5.73405482166342)",1989.665328903023,4,5862,31243.0,62163590
"(45.1681919656403, 5.73420320058546)",1999.5119242126855,6,5886,31243.0,62471230
"(45.167788336875, 5.73354964255083)",1996.23422513222,5,5870,31243.0,62368819
"(45.1677068555255, 5.73362928765735)",2001.4134157456745,5,5882,31243.0,62530634
"(45.1680646257844, 5.73376829681081)",1991.7118248379072,6,5863,31243.0,62227527
"(45.1679481181462, 5.73366554026958)",1993.2399322264753,5,5865,31243.0,62275269
"(45.1682770042084, 5.73357000729768)",1978.8896904922249,4,5831,31243.0,61826921
"(45.1683518014814, 5.73398109613537)",1987.412661629049,4,5856,31243.0,62093209
"(45.1682018355583, 5.73357224106088)",1981.5990805497095,3,5837,31243.0,61911571
"(45.1683349360346, 5.73361221402832)",1977.9561634622896,4,5830,31243.0,61797755
"(45.1679093256334, 5.73363740956932)",1993.9453752807883,5,5866,31243.0,62297309
"(45.1680121840214, 5.73350414533761)",1986.7106820802073,5,5848,31243.0,62071273
"(45.1682556146671, 5.73360554902918)",1980.5576919964926,3,5836,31243.0,61879035
"(45.1675424775646, 5.73365508570752)",2008.5012042276328,5,5898,31243.0,62752079
"(45.1681501258863, 5.73352024101193)",1982.118697624867,5,5838,31243.0,61927805
"(45.1681116262743, 5.7337376867296)",1989.1816805153437,1,5857,31243.0,62148477
"(45.1679434493558, 5.73374555562866)",1995.5472299303603,6,5872,31243.0,62347357
"(45.1685897595975, 5.73365928953222)",1970.53073054831,5,5813,31243.0,61565761
"(45.1686586232641, 5.73336735516657)",1960.864547975616,7,5785,31243.0,61263756
"(45.1926619920557, 5.73976293017088)",2649.04671911935,3,5436,31243.0,82764236
"(45.1926297809865, 5.73971202587022)",2644.3426491378927,3,5429,31243.0,82617267
"(45.1926453647889, 5.74032021715435)",2675.840651894489,5,5480,31243.0,83601365
"(45.1931619911662, 5.73359278411047)",2480.138788354605,39,5345,31243.0,77486970
"(45.1874522376631, 5.7365856994833)",2211.815055930508,5,4804,31243.0,69103917
"(45.1876589247944, 5.7366542630644)",2224.194377038672,6,4807,31243.0,69490679
"(45.1874967941261, 5.73666649058304)",2216.808217542983,4,4810,31243.0,69259918
"(45.1876848808058, 5.73658770195342)",2223.1128711868264,6,4804,31243.0,69456888
"(45.1873524371052, 5.73661425166226)",2208.0938976395832,8,4812,31243.0,68987660
"(45.1875721249221, 5.73666927847854)",2220.524221334359,3,4806,31243.0,69376015
"(45.1876692893804, 5.73670789627798)",2226.6039952951583,4,4812,31243.0,69565963
"(45.1874815196758, 5.73662338275752)",2214.545152253075,5,4806,31243.0,69189213
"(45.1876193874404, 5.7367981935224)",2227.434150951524,3,4817,31243.0,69591902
"(45.1874941866214, 5.73684512688114)",2223.139873802453,5,4828,31243.0,69457740
"(45.1876303729335, 5.73659139418838)",2220.587773899389,6,4800,31243.0,69377998
"(45.1875470414293, 5.73671921113863)",2221.1011101516947,4,4813,31243.0,69394040
"(45.1874006433982, 5.73669298914918)",2213.1819002850693,6,4817,31243.0,69146624
"(45.1874777356075, 5.73692824430311)",2225.4217486275766,5,4837,31243.0,69529034
"(45.1874339185418, 5.7367420513671)",2216.5262140027485,6,4820,31243.0,69251110
"(45.1875996732047, 5.7368256938527)",2227.4849824937705,3,4821,31243.0,69593491
"(45.1875386208139, 5.73661570495603)",2217.011007576251,6,4803,31243.0,69266252
"(45.1876507505799, 5.73678499938748)",2228.4769461410183,3,4818,31243.0,69624481
"(45.1876007942462, 5.73667979127823)",2222.2791012446946,3,4806,31243.0,69430842
"(45.1872670013195, 5.73634089464686)",2194.545191840701,10,4789,31243.0,68564357
"(45.1874285125843, 5.73683204558074)",2219.542020718129,6,4830,31243.0,69345334
"(45.1875596987155, 5.73676117917135)",2223.2194052091263,4,4816,31243.0,69460222
"(45.187370969783, 5.73643455815032)",2202.673534606601,14,4793,31243.0,68818309
"(45.187512212955, 5.73670279252299)",2218.841825815149,4,4813,31243.0,69323454
"(45.1874595087724, 5.73688405366429)",2222.9254445028887,5,4833,31243.0,69451042
"(45.1877120346842, 5.73674324568532)",2229.950468041467,4,4818,31243.0,69670516
"(45.1746295590236, 5.71772220873177)",2047.0310526326869,2,5319,31243.0,63955581
"(45.1746566421697, 5.71752259846964)",2056.0076842841286,12,5340,31243.0,64236034
"(45.1742710819352, 5.71732015741091)",2069.01650376804,2,5341,31243.0,64642471
"(45.1746103355139, 5.71773217831829)",2046.7378512466341,2,5317,31243.0,63946421
"(45.1744796577245, 5.71759286804917)",2054.2800304873904,1,5324,31243.0,64182061
"(45.1742913402284, 5.71736113414743)",2066.8837562854774,1,5338,31243.0,64575838
"(45.1744686771283, 5.71767088345088)",2050.7934412738537,2,5316,31243.0,64073131
"(45.1742900474587, 5.71733642081576)",2068.055712358518,2,5341,31243.0,64612453
"(45.185808653788, 5.73376246696617)",2056.618324851116,10,4681,31243.0,64255114
"(45.1860253323532, 5.73433182519018)",2079.2302916343306,9,4660,31243.0,64961582
"(45.1855671452031, 5.73279475306113)",2027.2219603168776,9,4730,31243.0,63336675
"(45.1859058243144, 5.73368050837992)",2058.96777270592,10,4696,31243.0,64328514
"(45.1857094379965, 5.73350398755006)",2046.8699721843134,13,4691,31243.0,63950545
"(45.1862057344659, 5.73477020094568)",2098.391415447753,10,4691,31243.0,65560234
"(45.1856926314813, 5.73311651204466)",2038.4083797416035,9,4718,31243.0,63686174
"(45.1855855778089, 5.73320245156898)",2035.5921603559516,9,4702,31243.0,63598191
"(45.1860455641195, 5.73401341276169)",2072.458055285196,9,4684,31243.0,64749992
"(45.1857229804903, 5.73320075836755)",2041.3151267932824,9,4714,31243.0,63776990
"(45.1858040110142, 5.73342198502719)",2049.172559667551,13,4705,31243.0,64022481
"(45.1860048992556, 5.73390794444763)",2068.2756280390245,10,4688,31243.0,64619320
"(45.1861371248612, 5.7342425708917)",2081.8866391714,10,4676,31243.0,65044570
"(45.1857613113066, 5.73363599069084)",2051.856573838139,11,4686,31243.0,64106342
"(45.1856040217926, 5.73290515338287)",2030.7457652158366,11,4725,31243.0,63446770
"(45.1858594850223, 5.73389430181145)",2061.728442964396,10,4677,31243.0,64414770
"(45.1755098791025, 5.73946141199087)",2092.970199067825,8,5778,31243.0,65391121
"(45.1761098079815, 5.73948965715757)",2094.062039724493,1,5741,31243.0,65425226
"(45.1759959299449, 5.73948251646344)",2093.637897837398,3,5748,31243.0,65411976
"(45.1757489798991, 5.73947083081567)",2093.1181639756687,14,5763,31243.0,65395741
"(45.1760314288926, 5.73973971084861)",2107.873209815943,5,5769,31243.0,65856731
"(45.1758938725654, 5.73947178892783)",2093.0654738711905,1,5754,31243.0,65394093
"(45.1759556143259, 5.73947695137199)",2093.334678332169,3,5750,31243.0,65402503
"(45.1759861814598, 5.73964649159827)",2102.6749891936997,11,5763,31243.0,65694323
"(45.1759277790549, 5.73946310177666)",2092.583461807937,2,5751,31243.0,65379033
"(45.1761198314893, 5.73932704730539)",2085.247656805152,11,5726,31243.0,65149837
"(45.1753378519776, 5.73942003516304)",2091.127809236571,18,5786,31243.0,65333561
"(45.176095414092, 5.73945867966165)",2092.365787918173,1,5739,31243.0,65372230
"(45.1762303659271, 5.73940294764475)",2089.446229044203,8,5725,31243.0,65281012
"(45.1763348295734, 5.73977629479538)",2110.152594336538,5,5752,31243.0,65927942
"(45.1761074525776, 5.73947258622187)",2093.1291608743254,1,5740,31243.0,65396080
"(45.1755841574239, 5.73946499005954)",2093.0275198734575,8,5774,31243.0,65392911
"(45.1756943585923, 5.7396351103463)",2102.24568992097,6,5782,31243.0,65680914
"(45.1761311732379, 5.73944514811302)",2091.6483336767283,1,5736,31243.0,65349814
"(45.1761196282744, 5.73945378016658)",2092.1087817696275,1,5737,31243.0,65364200
"(45.1763824651489, 5.7397930178069)",2111.1625980560234,5,5750,31243.0,65959497
"(45.1757626865047, 5.73963553982352)",2102.189736084077,5,5777,31243.0,65679165
"(45.1761220437878, 5.73947495424802)",2093.267182009661,1,5739,31243.0,65400392
"(45.1758818163754, 5.73946741743859)",2092.835466428686,1,5754,31243.0,65386907
"(45.1758086639827, 5.73963872413898)",2102.323383527401,5,5774,31243.0,65683340
"(45.1761667888007, 5.73949256790641)",2094.2582995605235,5,5738,31243.0,65431357
"(45.175865246007, 5.73964049131429)",2102.3788422085304,6,5771,31243.0,65685072
"(45.17608446743, 5.73974105082673)",2107.9605470296933,5,5765,31243.0,65859459
"(45.1761335406639, 5.73945903681453)",2092.4074455320133,1,5737,31243.0,65373531
"(45.1746569496001, 5.74090804761734)",2181.163637040661,2,5964,31243.0,68146565
"(45.1746019751581, 5.7410470812005)",2190.200926371978,3,5980,31243.0,68428918
"(45.1680672691596, 5.73376288805284)",1991.4669727423363,5,5863,31243.0,62219877
"(45.1679527952473, 5.73353034106234)",1989.5664662404758,4,5855,31243.0,62160497
"(45.1682292304388, 5.7335808409662)",1980.8498585718207,3,5836,31243.0,61888163
"(45.1678810365219, 5.73376737374892)",1998.4645344242308,7,5878,31243.0,62438503
"(45.1674280691316, 5.73356401148742)",2010.690836723062,4,5900,31243.0,62820489
"(45.1675824085197, 5.73368771266232)",2007.79015755399,5,5897,31243.0,62729864
"(45.168003453491, 5.73423177697964)",2007.1949716306863,8,5903,31243.0,62711273
"(45.1684288083972, 5.73382062102382)",1980.2837227036132,4,5838,31243.0,61870477
"(45.1675095867085, 5.73348004063669)",2005.3050406620712,6,5887,31243.0,62652219
"(45.1679903529313, 5.73355480981588)",1988.8026113510725,4,5853,31243.0,62136632
"(45.1683973737223, 5.73376810846059)",1979.934058238716,6,5836,31243.0,61859552
"(45.1680838387895, 5.73422159046362)",2003.9560581801027,2,5896,31243.0,62610079
"(45.1682888725774, 5.73373070342055)",1982.6891307053575,1,5842,31243.0,61945629
"(45.167890431536, 5.7335535625728)",1992.4799925256839,5,5861,31243.0,62251525
"(45.1675266420658, 5.7335651800599)",2006.7894331926298,5,5892,31243.0,62698597
"(45.1680093317373, 5.73377792767297)",1993.9886719791236,3,5869,31243.0,62298663
"(45.1679696097116, 5.73361139350937)",1991.0301529331798,5,5859,31243.0,62206228
"(45.1678519880146, 5.73352242261613)",1993.1294252170144,5,5862,31243.0,62271815
"(45.1684771876579, 5.73372706470164)",1976.1072847887292,3,5827,31243.0,61739991
"(45.1594204763934, 5.72441698259253)",2480.506793837614,1,6029,31243.0,77498854
"(45.159421810768, 5.7245041199453)",2478.91659232845,2,6034,31243.0,77449172
"(45.1593327322982, 5.72491868154074)",2479.350953884303,10,6065,31243.0,77462746
"(45.1594099329587, 5.72463335657103)",2477.7134431358245,6,6042,31243.0,77411583
"(45.1594256910283, 5.72440799452116)",2480.250002522636,1,6028,31243.0,77490831
"(45.1594026015033, 5.72445870878565)",2481.2019139203635,3,6033,31243.0,77520572
"(45.159411430734, 5.72474888693343)",2475.738573373507,7,6048,31243.0,77349883
"(45.1594087371796, 5.72442859912025)",2481.231976613425,1,6031,31243.0,77521511
"(45.1594164389955, 5.72457724812822)",2478.1219323581163,2,6038,31243.0,77424345
"(45.1594059224258, 5.72451783275971)",2479.940849339313,2,6036,31243.0,77481173
"(45.1594004425563, 5.7245606619329)",2479.660007751245,2,6039,31243.0,77472399
"(45.1875062163275, 5.73679400135011)",2221.848125349917,5,4822,31243.0,69417381
"(45.1877057645993, 5.7366989461178)",2228.0618629755754,4,4814,31243.0,69611510
"(45.1727754970606, 5.71130715648127)",2428.838116273193,11,5892,31243.0,75884299
"(45.1728144143715, 5.71165675530259)",2405.1882817920414,7,5855,31243.0,75145412
"(45.1727780517217, 5.7117180290285)",2401.7287406860924,7,5851,31243.0,75037327
"(45.1729030807645, 5.71182703850565)",2392.8040570586177,11,5838,31243.0,74758493
"(45.1728820029828, 5.71165110482432)",2404.5756657072047,7,5855,31243.0,75126271
"(45.1728025753949, 5.71111856485904)",2441.06204702423,17,5910,31243.0,76266208
"(45.172953315661, 5.71108569604865)",2441.140134229409,17,5917,31243.0,76268645
"(45.1731171326021, 5.71105024568669)",2441.3324314608094,6,5927,31243.0,76274650
"(45.1727736304227, 5.71160549627816)",2409.1494956857555,7,5862,31243.0,75269172
"(45.1727953752438, 5.71148708831617)",2416.62160474438,10,5873,31243.0,75502621
"(45.1727564759234, 5.7114050362369)",2422.620251108803,10,5883,31243.0,75690036
"(45.1802836454753, 5.71740403184574)",2094.200135977965,10,5657,31243.0,65429150
"(45.1802996828091, 5.71764952994295)",2083.0919554792267,10,5634,31243.0,65082101
"(45.1802748181913, 5.71727113899649)",2100.304803179341,10,5669,31243.0,65619876
"(45.180292728544, 5.71753989354986)",2088.0286369821856,10,5644,31243.0,65236336
"(45.1717514982109, 5.70234248343209)",3161.657293118882,7,6854,31243.0,98779664
"(45.1717520244864, 5.7024478721271)",3151.9108154763708,7,6843,31243.0,98475156
"(45.1716848528157, 5.70233964883193)",3162.890341309119,7,6857,31243.0,98818189
"(45.1716821981004, 5.70244480257235)",3153.208164474663,7,6847,31243.0,98515690
"(45.1714646249755, 5.70243522784061)",3157.3872189195913,8,6857,31243.0,98646259
"(45.1714717364003, 5.70232605469738)",3167.364057173569,12,6868,31243.0,98957964
"(45.1716141794396, 5.70244181207905)",3154.495784672325,7,6850,31243.0,98555920
"(45.1715375989763, 5.7024384411617)",3155.9678909370723,8,6853,31243.0,98601914
"(45.1716163526047, 5.70233556125475)",3164.2844815812036,7,6861,31243.0,98861747
"(45.1698040904493, 5.70236000160515)",3195.4594101993803,12,6935,31243.0,99835768
"(45.1698745716246, 5.70225639180831)",3203.4740054503986,7,6943,31243.0,100086166
